artistID,tagID,tag_value,tag_weight
268,192,classic rock,1.0
268,213,beautiful,2.0
268,231,ballad,1.0
268,352,90s,2.0
268,824,mellow,1.0
268,835,nostalgia,1.0
268,1023,1992,1.0
268,1098,miserable,1.0
268,1352,love songs,1.0
268,1354,soft rock,2.0
268,1445,emotional,1.0
268,3375,memories,1.0
268,6626,late night love,1.0
268,8524,storytelling,1.0
269,167,rnb,1.0
269,352,90s,1.0
269,371,r and b,1.0
269,641,top 40,1.0
269,2349,sweet,1.0
270,130,female vocalists,1.0
270,406,brazil,1.0
270,432,brazilian,2.0
270,693,mpb,3.0
270,823,brasil,3.0
270,1447,remix,1.0
270,1627,bossa nova,2.0
270,1976,made in brazil,1.0
270,2850,better than lady gaga,1.0
270,6039,pantanal,1.0
270,6042,trilhas,1.0
270,6043,novelas,1.0
271,13,chillout,1.0
271,71,hiphop,1.0
271,92,dope,1.0
271,102,hip-hop,7.0
271,103,rap,3.0
271,123,new york,1.0
271,210,00s,1.0
271,228,catchy,1.0
271,285,awesome,1.0
271,287,lovely,1.0
271,304,hip hop,2.0
271,527,classic,2.0
271,550,black music 4 black ppl listened 2 by white hipsters,1.0
271,625,soul,1.0
271,702,smooth,1.0
271,713,best song ever,1.0
271,826,chill,1.0
271,1237,2009,1.0
271,1722,hard,1.0
271,1911,cool,2.0
271,2246,underground hip-hop,1.0
271,2511,crazy,1.0
271,3310,jazzy,1.0
271,3536,phat,1.0
271,3537,the truth,1.0
271,3538,real talk,1.0
271,3541,the good stuff,1.0
271,3542,great lyricists,1.0
271,3544,brooklyn,1.0
271,3557,witty,1.0
271,3559,assertive,1.0
271,5368,east-coast,1.0
271,5370,ft-lauderdale,1.0
271,5374,street vanacular,1.0
271,5376,emir,1.0
271,5378,hiphop classic,1.0
271,5380,east coast,1.0
271,5386,fond memories,1.0
271,5394,lamangous hiphop,1.0
271,5395,streetrhymes,1.0
271,5397,gezellig,1.0
271,7041,big band,1.0
271,8468,miscellaneous,1.0
271,10362,rhythmalizm,1.0
271,10365,old skool,1.0
271,10366,funkalistic,1.0
271,12359,muslim,1.0
272,130,female vocalists,1.0
272,167,rnb,3.0
272,216,american,1.0
272,231,ballad,1.0
272,625,soul,1.0
272,641,top 40,1.0
272,701,beyonce,1.0
272,826,chill,1.0
272,3174,brandy,1.0
272,3182,mya,1.0
272,3185,monica,1.0
272,3186,kelly rowland,1.0
272,3187,janet jackson,1.0
272,8397,jams,1.0
273,167,rnb,1.0
273,2785,nice,1.0
275,49,female vocalist,1.0
275,134,singer-songwriter,1.0
275,285,awesome,1.0
275,526,piano,1.0
275,625,soul,1.0
275,1734,neo-soul,1.0
275,3178,tweet,1.0
275,3181,contemporary rnb,1.0
275,3536,phat,1.0
276,25,80s,1.0
276,102,hip-hop,3.0
276,103,rap,3.0
276,122,old school,1.0
276,304,hip hop,2.0
276,352,90s,1.0
276,370,favorite,1.0
276,527,classic,1.0
276,550,black music 4 black ppl listened 2 by white hipsters,1.0
276,1911,cool,1.0
276,2246,underground hip-hop,1.0
276,3242,sick,1.0
276,3537,the truth,1.0
276,3538,real talk,1.0
276,3541,the good stuff,1.0
276,3544,brooklyn,1.0
276,3550,fiya,1.0
276,3551,banger,1.0
276,3552,superb,1.0
276,10363,rhymez,1.0
276,11691,egzamin,1.0
276,11971,premo,1.0
278,13,chillout,1.0
278,20,lounge,1.0
278,92,dope,1.0
278,102,hip-hop,9.0
278,103,rap,9.0
278,197,gangsta rap,6.0
278,228,catchy,1.0
278,304,hip hop,2.0
278,352,90s,3.0
278,370,favorite,1.0
278,527,classic,2.0
278,702,smooth,2.0
278,1368,funny,1.0
278,1722,hard,1.0
278,1911,cool,2.0
278,2511,crazy,1.0
278,2700,best,1.0
278,3310,jazzy,1.0
278,3534,tight,1.0
278,3536,phat,1.0
278,3537,the truth,1.0
278,3538,real talk,1.0
278,3539,good shit,1.0
278,3541,the good stuff,1.0
278,3542,great lyricists,1.0
278,3547,neat,1.0
278,3549,real hip-hop,1.0
278,3551,banger,1.0
278,3559,assertive,1.0
278,3970,lol,1.0
278,4885,west coast rap,2.0
278,6162,hip hop/rap,1.0
278,10362,rhythmalizm,1.0
278,10363,rhymez,1.0
278,11563,black rap,1.0
278,11691,egzamin,1.0
278,11984,life goes on,1.0
279,18,electronic,1.0
279,24,pop,4.0
279,39,dance,2.0
279,49,female vocalist,2.0
279,73,rock,2.0
279,102,hip-hop,5.0
279,130,female vocalists,5.0
279,134,singer-songwriter,2.0
279,167,rnb,12.0
279,193,country,1.0
279,210,00s,1.0
279,216,american,1.0
279,231,ballad,4.0
279,238,sexy,3.0
279,292,folk,1.0
279,308,latin,1.0
279,352,90s,5.0
279,371,r and b,1.0
279,481,usa,1.0
279,526,piano,1.0
279,625,soul,4.0
279,640,urban,3.0
279,641,top 40,2.0
279,689,madonna,1.0
279,701,beyonce,1.0
279,706,2008,2.0
279,781,2010,1.0
279,824,mellow,1.0
279,1046,1998,1.0
279,1087,justin timberlake,1.0
279,1447,remix,1.0
279,1734,neo-soul,1.0
279,2726,favorite songs,1.0
279,3174,brandy,2.0
279,3175,harmonies,1.0
279,3176,timbaland,1.0
279,3177,missy elliott,1.0
279,3178,tweet,1.0
279,3179,aaliyah,1.0
279,3180,kiley dean,1.0
279,3181,contemporary rnb,1.0
279,3182,mya,1.0
279,3183,nelly furtado,1.0
279,3184,ginuwine,1.0
279,3185,monica,1.0
279,3186,kelly rowland,1.0
279,3187,janet jackson,1.0
279,3375,memories,1.0
279,4847,my fav songs,1.0
279,5428,brandy norwood,1.0
279,5429,long distance,1.0
279,5430,human,1.0
279,5431,list,1.0
279,5818,4m4zinq,1.0
279,5819,f4nt4stic,1.0
279,7938,pop covers,1.0
283,24,pop,1.0
283,39,dance,1.0
283,49,female vocalist,1.0
283,79,alternative,1.0
283,83,jazz,1.0
283,130,female vocalists,6.0
283,209,legend,1.0
283,406,brazil,2.0
283,432,brazilian,7.0
283,508,love,2.0
283,636,britney spears,1.0
283,688,rainha do pop,1.0
283,693,mpb,8.0
283,694,ana carolina,1.0
283,707,brasileira,1.0
283,823,brasil,3.0
283,1352,love songs,1.0
283,1554,romantica,1.0
283,1753,cute,1.0
283,2103,magic,1.0
283,4052,brazilian music,1.0
283,4720,hooooooooot,1.0
283,4721,powerful voice,1.0
283,4722,show woman,1.0
283,4723,gritos ressussitadores de mortos,1.0
283,8110,musicas lindas,1.0
283,8111,escuta isso por favor,1.0
284,102,hip-hop,1.0
284,2246,underground hip-hop,1.0
285,13,chillout,1.0
285,19,80's,1.0
285,24,pop,18.0
285,25,80s,6.0
285,39,dance,11.0
285,49,female vocalist,4.0
285,73,rock,4.0
285,85,funk,3.0
285,102,hip-hop,2.0
285,103,rap,2.0
285,128,hit,1.0
285,130,female vocalists,12.0
285,134,singer-songwriter,3.0
285,167,rnb,17.0
285,200,hot,3.0
285,201,guilty pleasures,1.0
285,203,disco,1.0
285,208,diva,1.0
285,209,legend,2.0
285,210,00s,2.0
285,216,american,3.0
285,228,catchy,1.0
285,233,dark,1.0
285,234,amazing,1.0
285,238,sexy,6.0
285,304,hip hop,1.0
285,346,female,4.0
285,352,90s,7.0
285,364,favorites,1.0
285,371,r and b,1.0
285,447,favourites,1.0
285,481,usa,1.0
285,505,80s pop,3.0
285,508,love,3.0
285,509,dance-pop,1.0
285,519,eighties,1.0
285,527,classic,1.0
285,625,soul,8.0
285,639,queen,2.0
285,640,urban,3.0
285,689,madonna,1.0
285,701,beyonce,1.0
285,792,1980s,2.0
285,844,sensual,1.0
285,1031,1984,1.0
285,1074,rhythm and blues,1.0
285,1086,female voices,1.0
285,1092,jacksons,1.0
285,1268,jungle,1.0
285,1352,love songs,1.0
285,1447,remix,1.0
285,1492,relax,1.0
285,1577,queen of rnb,1.0
285,1593,popular,1.0
285,1632,mariah,1.0
285,1870,funky,1.0
285,1882,favorite song,1.0
285,1955,90's,2.0
285,2726,favorite songs,1.0
285,3174,brandy,1.0
285,3182,mya,1.0
285,3186,kelly rowland,1.0
285,3187,janet jackson,3.0
285,3252,crunk,1.0
285,3254,jj,1.0
285,3255,dirty,1.0
285,3256,suck me fuck me,1.0
285,3258,urban contemporary rnb,1.0
285,3496,artists,1.0
285,3881,carey,1.0
285,4141,old,1.0
285,4523,1990s,1.0
285,4923,1980's,1.0
285,4927,nineties,1.0
285,4929,1990's,1.0
285,8397,jams,1.0
285,9678,sister michael jackson,1.0
285,9745,makes me wanna dance,1.0
285,11272,good rnb,1.0
285,11458,dream street,1.0
285,11463,funky pop,1.0
285,12022,weekly top artists,1.0
286,25,80s,1.0
286,265,ska,1.0
286,311,reggae,7.0
286,1418,marijuana,1.0
286,1468,roots reggae,1.0
286,5104,jamaica,1.0
286,6991,rasta,1.0
286,7252,berep shows the love,1.0
286,7865,jamaican,1.0
286,11687,beach music,1.0
287,49,female vocalist,2.0
287,102,hip-hop,1.0
287,130,female vocalists,3.0
287,167,rnb,6.0
287,210,00s,1.0
287,216,american,1.0
287,228,catchy,1.0
287,231,ballad,1.0
287,238,sexy,2.0
287,346,female,1.0
287,352,90s,4.0
287,625,soul,3.0
287,640,urban,4.0
287,641,top 40,1.0
287,670,girl power,1.0
287,701,beyonce,1.0
287,1086,female voices,1.0
287,1771,kickass,1.0
287,3174,brandy,1.0
287,3177,missy elliott,1.0
287,3178,tweet,1.0
287,3179,aaliyah,1.0
287,3180,kiley dean,1.0
287,3181,contemporary rnb,1.0
287,3182,mya,1.0
287,3184,ginuwine,1.0
287,3185,monica,2.0
287,3186,kelly rowland,1.0
287,3187,janet jackson,1.0
287,3212,chick music,1.0
287,3216,reminds me of friends,1.0
287,8397,jams,1.0
288,18,electronic,8.0
288,24,pop,65.0
288,39,dance,48.0
288,49,female vocalist,10.0
288,56,melancholic,1.0
288,73,rock,2.0
288,102,hip-hop,16.0
288,103,rap,2.0
288,109,pop rock,3.0
288,124,pop dance,2.0
288,127,seen live,2.0
288,128,hit,3.0
288,130,female vocalists,39.0
288,167,rnb,53.0
288,199,electropop,3.0
288,200,hot,4.0
288,203,disco,1.0
288,204,fierce,1.0
288,205,urban pop,1.0
288,206,<3,5.0
288,208,diva,4.0
288,210,00s,3.0
288,213,beautiful,4.0
288,216,american,2.0
288,219,whore,1.0
288,228,catchy,4.0
288,230,love it,2.0
288,231,ballad,8.0
288,232,addictive,3.0
288,234,amazing,6.0
288,238,sexy,12.0
288,285,awesome,2.0
288,304,hip hop,4.0
288,308,latin,1.0
288,311,reggae,4.0
288,319,spanish,1.0
288,344,witch house,1.0
288,346,female,5.0
288,354,fun,2.0
288,364,favorites,3.0
288,481,usa,1.0
288,483,party,5.0
288,507,10s,1.0
288,508,love,11.0
288,509,dance-pop,1.0
288,511,english,1.0
288,625,soul,3.0
288,632,rihanna,14.0
288,637,tecno,1.0
288,640,urban,3.0
288,642,guilty pleasure,1.0
288,662,perfect,2.0
288,663,riri,1.0
288,671,why on earth is this just a bonus track,1.0
288,672,raining men,1.0
288,674,rated r,1.0
288,675,te amo,1.0
288,678,bestrihanna,1.0
288,679,gggb,1.0
288,680,favoritesong,1.0
288,681,good girl gone bad,1.0
288,682,tip pon toe,1.0
288,689,madonna,1.0
288,701,beyonce,1.0
288,719,gossip girl,3.0
288,730,love at first listen,2.0
288,742,brutal death metal,1.0
288,781,2010,1.0
288,789,2010s,1.0
288,793,fucking awesome,1.0
288,824,mellow,1.0
288,825,relaxing,1.0
288,831,the best,2.0
288,839,sad,4.0
288,850,cover,1.0
288,989,duet,2.0
288,1041,2005,1.0
288,1084,2006,1.0
288,1087,justin timberlake,1.0
288,1186,poprock,1.0
288,1212,favourite artists,1.0
288,1237,2009,2.0
288,1238,2007,1.0
288,1291,performer,1.0
288,1292,best seller,1.0
288,1293,entertainer,1.0
288,1294,pop icon,1.0
288,1295,pop queen,1.0
288,1297,grammy winner,1.0
288,1298,recordwoman,1.0
288,1319,pop princess,1.0
288,1352,love songs,1.0
288,1357,eurodance,1.0
288,1455,dancehall,1.0
288,1489,fav female singers,1.0
288,1490,fav tracks,1.0
288,1492,relax,1.0
288,1671,summer song,1.0
288,1735,club,3.0
288,1882,favorite song,1.0
288,1911,cool,1.0
288,1973,house music,1.0
288,2153,porn,1.0
288,2188,pagode,1.0
288,2219,ratedd,1.0
288,2278,chris brown,1.0
288,2346,new,1.0
288,2347,upcoming  hit,1.0
288,2350,kopie dupsko,1.0
288,2463,gold,1.0
288,2522,level two,1.0
288,2700,best,1.0
288,2785,nice,1.0
288,2805,single,1.0
288,3067,luxo,1.0
288,3068,depre music,1.0
288,3177,missy elliott,1.0
288,3178,tweet,1.0
288,3179,aaliyah,1.0
288,3180,kiley dean,1.0
288,3181,contemporary rnb,1.0
288,3182,mya,1.0
288,3183,nelly furtado,1.0
288,3185,monica,1.0
288,3186,kelly rowland,1.0
288,3187,janet jackson,1.0
288,3216,reminds me of friends,1.0
288,3253,cry,1.0
288,3359,lips songs,1.0
288,3365,songs to make love to,1.0
288,3416,umbrella,1.0
288,3568,r'n'b,1.0
288,4283,let's dance,1.0
288,4301,officially shit,1.0
288,4452,m.i.a,1.0
288,4621,guetta,1.0
288,4855,david guetta,1.0
288,4976,loud,2.0
288,5049,testana,1.0
288,5326,bounce,1.0
288,5535,matell,1.0
288,5652,ever,1.0
288,5878,2000s diva,1.0
288,5972,stewart,1.0
288,6104,addiction,1.0
288,7108,friendship,1.0
288,7937,pop singles,1.0
288,8301,lpa,1.0
288,8302,great memories with my siss,1.0
288,8304,oh so catchy,1.0
288,8308,great moments at et7,1.0
288,9347,upcoming hit,1.0
288,9416,make me feel better,1.0
288,9424,lesbian,1.0
288,9427,in the witch house family,1.0
288,9428,witch chill,1.0
288,9433,in the chillwave family,1.0
288,9434,newbreed,1.0
288,9436,chill witch,1.0
288,9442,zombie rave,1.0
288,9560,popao,1.0
288,9722,austin drage,1.0
288,9723,ruth lorenzo,1.0
288,9724,alexandra burke,1.0
288,9727,vocalista feminimo,1.0
288,9745,makes me wanna dance,1.0
288,9829,es pop mama,1.0
288,9995,good girl gone bad ah-hah,1.0
288,9996,im breaking dishes up in here all night,1.0
288,10686,top40,1.0
288,10687,britneyspears,1.0
288,10886,love making music,1.0
288,10991,cabelo ruim,1.0
288,11003,lenda do folclore brasileiro,1.0
288,11004,curupira,1.0
288,11005,testa,1.0
288,11145,rehab,1.0
288,11187,come here rude boy-boy,1.0
288,12251,putaria,1.0
288,12287,melrose place,1.0
288,12298,nikita,1.0
288,12535,isa,1.0
288,12543,vacation,1.0
289,18,electronic,21.0
289,24,pop,108.0
289,39,dance,64.0
289,49,female vocalist,11.0
289,70,dubstep,1.0
289,73,rock,6.0
289,79,alternative,1.0
289,109,pop rock,4.0
289,124,pop dance,1.0
289,127,seen live,5.0
289,130,female vocalists,50.0
289,132,girls,1.0
289,134,singer-songwriter,2.0
289,167,rnb,7.0
289,182,punk rock,1.0
289,184,soundtrack,2.0
289,185,acoustic,1.0
289,187,electronica,1.0
289,193,country,1.0
289,199,electropop,5.0
289,200,hot,8.0
289,201,guilty pleasures,2.0
289,202,electro pop,1.0
289,203,disco,1.0
289,206,<3,7.0
289,208,diva,9.0
289,209,legend,45.0
289,210,00s,10.0
289,213,beautiful,5.0
289,215,icon,3.0
289,216,american,13.0
289,228,catchy,12.0
289,229,epic,2.0
289,230,love it,1.0
289,231,ballad,5.0
289,232,addictive,3.0
289,234,amazing,13.0
289,238,sexy,21.0
289,285,awesome,10.0
289,287,lovely,1.0
289,308,latin,1.0
289,309,electro,1.0
289,346,female,13.0
289,347,gay,1.0
289,348,gay icons,1.0
289,349,teen pop,3.0
289,350,gay icon,1.0
289,352,90s,16.0
289,353,girl,1.0
289,354,fun,7.0
289,357,dance pop,2.0
289,358,queen of pop,8.0
289,359,top artists,1.0
289,362,toxic,3.0
289,364,favorites,7.0
289,367,my favorite music,1.0
289,370,favorite,2.0
289,372,best of pop,1.0
289,374,ateens,1.0
289,405,disney,2.0
289,410,albums i own,1.0
289,421,best singer ever,1.0
289,447,favourites,1.0
289,481,usa,3.0
289,483,party,2.0
289,499,melodic,1.0
289,507,10s,1.0
289,508,love,8.0
289,509,dance-pop,2.0
289,511,english,1.0
289,524,great,1.0
289,527,classic,1.0
289,636,britney spears,37.0
289,639,queen,4.0
289,640,urban,2.0
289,641,top 40,1.0
289,642,guilty pleasure,2.0
289,643,teen,1.0
289,649,sex symbol,1.0
289,651,pop teen,1.0
289,657,katy perry,1.0
289,658,lady gaga,1.0
289,662,perfect,5.0
289,670,girl power,1.0
289,671,why on earth is this just a bonus track,2.0
289,686,idol,3.0
289,698,love song,1.0
289,701,beyonce,1.0
289,706,2008,1.0
289,713,best song ever,1.0
289,719,gossip girl,1.0
289,730,love at first listen,6.0
289,754,vocalist,1.0
289,766,holiday soundtrack,1.0
289,767,unreleased,2.0
289,768,stand out be proud,1.0
289,771,underrated,1.0
289,772,one of her best songs,1.0
289,773,her best,1.0
289,774,amazing voice,1.0
289,776,gross meaning but good song,1.0
289,777,why on earth wasnt this released,1.0
289,778,party time,1.0
289,782,one of my favorites,1.0
289,785,never gets old,1.0
289,786,celebrities who one day im determined to meet,1.0
289,789,2010s,1.0
289,790,soundrack of my life,1.0
289,797,masterpiece,3.0
289,831,the best,4.0
289,835,nostalgia,1.0
289,839,sad,1.0
289,844,sensual,1.0
289,850,cover,3.0
289,1086,female voices,1.0
289,1087,justin timberlake,1.0
289,1097,covers,1.0
289,1154,sufoco,1.0
289,1212,favourite artists,1.0
289,1237,2009,3.0
289,1238,2007,2.0
289,1240,2004,1.0
289,1291,performer,1.0
289,1292,best seller,1.0
289,1293,entertainer,1.0
289,1294,pop icon,1.0
289,1295,pop queen,1.0
289,1296,superstar,1.0
289,1297,grammy winner,1.0
289,1298,recordwoman,1.0
289,1303,mtv,1.0
289,1304,unreal,1.0
289,1306,record,1.0
289,1309,tears,1.0
289,1311,living legend,6.0
289,1313,blackout,3.0
289,1314,truth,1.0
289,1318,transcendant,1.0
289,1319,pop princess,5.0
289,1320,amazing fans,1.0
289,1321,best song,1.0
289,1355,christmas,1.0
289,1445,emotional,1.0
289,1447,remix,3.0
289,1489,fav female singers,1.0
289,1490,fav tracks,1.0
289,1495,sex,1.0
289,1592,oops she did it again,1.0
289,1613,bitch,5.0
289,1614,best remix ever,1.0
289,1644,fuck yeah,1.0
289,1645,but the party dont stop,1.0
289,1647,for days when i am particularly angry with you,1.0
289,1649,songs i can actually listen to on repeat,1.0
289,1650,makes you wanna dance all around your room,1.0
289,1652,we should be together,1.0
289,1653,pop bitch,1.0
289,1654,i was fighting with myself not to listen to it but i lost,1.0
289,1655,bitch song,1.0
289,1663,for haters,1.0
289,1668,its britney bitch,2.0
289,1671,summer song,1.0
289,1673,femme fatale,3.0
289,1727,glam,1.0
289,1753,cute,2.0
289,1869,rainy day,1.0
289,1882,favorite song,1.0
289,1911,cool,1.0
289,1952,00's,1.0
289,1955,90's,1.0
289,1965,dance music,1.0
289,1966,all time hit,1.0
289,1972,dance 00s,1.0
289,2014,linda,1.0
289,2098,vocalists,1.0
289,2099,circus,7.0
289,2185,music,1.0
289,2221,myfavorites-singers,1.0
289,2222,biggest-voices,1.0
289,2224,thebest,2.0
289,2269,play back,1.0
289,2349,sweet,2.0
289,2394,princess,1.0
289,2398,pop music,1.0
289,2430,good,1.0
289,2504,girly,1.0
289,2637,god,2.0
289,2700,best,1.0
289,2785,nice,1.0
289,2854,cheetos queen,1.0
289,2855,lonely popstar,1.0
289,2866,spears,3.0
289,2868,britney,6.0
289,2887,energetic,1.0
289,2934,godney,5.0
289,3004,catchy as hell,1.0
289,3029,dolls,1.0
289,3037,brtineyim,1.0
289,3038,womanizer,2.0
289,3067,luxo,1.0
289,3153,acapella,1.0
289,3174,brandy,1.0
289,3187,janet jackson,1.0
289,3210,women,1.0
289,3323,playback,3.0
289,3399,kammylla,1.0
289,3402,break the ice,1.0
289,3572,loved,1.0
289,3726,super,1.0
289,3775,2000s,1.0
289,3790,fave songs ever,1.0
289,3883,as,1.0
289,3907,reasons to get up in the morning,1.0
289,3917,rainha,1.0
289,3918,ringleader,1.0
289,3919,hayzay,1.0
289,3920,awesomesauce,1.0
289,3921,pure win,1.0
289,3955,legendary,2.0
289,3999,eletronic,1.0
289,4077,iconpop,1.0
289,4081,lovesongs,1.0
289,4109,lenda,1.0
289,4110,legendaria,1.0
289,4111,princessa do pop,1.0
289,4162,kiss,1.0
289,4283,let's dance,1.0
289,4300,sexy songs,1.0
289,4303,best of 2007,1.0
289,4367,flop,1.0
289,4369,anahi,1.0
289,4586,the best thing that ever happened to music,1.0
289,4587,comeback,1.0
289,4727,best ever,1.0
289,4729,great dancers,1.0
289,4770,chuck,1.0
289,4965,piece of brit,1.0
289,4966,rock me in,1.0
289,4967,rich and famous,1.0
289,4968,let me be,1.0
289,4969,lover,2.0
289,4970,brit,3.0
289,4978,cannibal,1.0
289,4979,blow,1.0
289,5258,2003,1.0
289,5486,t-kiero florr,1.0
289,5487,recuerdoss de la infancia con siss,1.0
289,5491,cd de britney en el auto con replay para cantarla con florr,1.0
289,5885,pop bitches,1.0
289,6021,bow down,1.0
289,6044,90s pop,1.0
289,6072,so hot,1.0
289,6104,addiction,2.0
289,6116,obsessive songs,1.0
289,6450,handclaps,1.0
289,6557,remixed,1.0
289,6746,the singles collection,1.0
289,7030,perfect lover,1.0
289,7031,why should i be sad,1.0
289,7032,amor meu,1.0
289,7406,drug,1.0
289,7464,brithney spears,1.0
289,7937,pop singles,1.0
289,7938,pop covers,1.0
289,8002,drive,1.0
289,8094,remember the time,1.0
289,8200,male version,1.0
289,8302,great memories with my siss,1.0
289,8303,tbu,1.0
289,8304,oh so catchy,1.0
289,8306,songs that remind me of summer 07-08,1.0
289,8312,songs to make florchuchizz cry,1.0
289,8420,b,1.0
289,8421,princes,1.0
289,8422,dearly,1.0
289,8423,better than lady gaga but i love it too,1.0
289,8452,loser,1.0
289,8453,fail,1.0
289,8454,recalque,1.0
289,8455,neide,1.0
289,8456,neyde,1.0
289,8457,playbackney,1.0
289,8458,hiamfail,1.0
289,8459,lixototal,1.0
289,8498,best songs of the 00s,1.0
289,8503,best christmas songs,1.0
289,8516,raven girls top 20,1.0
289,8518,songs diana sang on x factor,1.0
289,8710,bald,1.0
289,8738,as tags,1.0
289,9169,bs,1.0
289,9346,huge artists,1.0
289,9482,disney girl,1.0
289,9492,forever britney spears,1.0
289,9494,the best ever,1.0
289,9495,very sexy,1.0
289,9727,vocalista feminimo,1.0
289,9745,makes me wanna dance,1.0
289,9948,max martin,1.0
289,9949,infectious,1.0
289,10045,lonely,1.0
289,10046,cd,1.0
289,10047,and,1.0
289,10048,we,1.0
289,10049,then,1.0
289,10056,i,1.0
289,10151,2011 domination,1.0
289,10297,american music,1.0
289,10389,britney rulzzz,1.0
289,10390,britney rulzz,1.0
289,10503,melhores,1.0
289,10588,vaguely homosexual,1.0
289,10592,like crack for my soul,1.0
289,10643,pop female vocalists rock dance alternative hip-hop female rnb,1.0
289,10644,female vocalist ballad 90s guilty pleasure american sad 1999,1.0
289,10686,top40,1.0
289,10687,britneyspears,1.0
289,10695,all time favorites,1.0
289,10936,sexyy,1.0
289,10943,wowtastic,1.0
289,10946,princess of pop,1.0
289,11185,peter paul and mary,1.0
289,11220,old but good,1.0
289,11904,getcrunk,1.0
289,12021,weekly top tracks,1.0
289,12022,weekly top artists,1.0
289,12249,bitchney is back,1.0
289,12472,blondelicious,1.0
289,12533,prom,1.0
290,18,electronic,1.0
290,24,pop,12.0
290,39,dance,1.0
290,49,female vocalist,1.0
290,109,pop rock,1.0
290,130,female vocalists,7.0
290,134,singer-songwriter,1.0
290,167,rnb,11.0
290,206,<3,1.0
290,216,american,1.0
290,231,ballad,2.0
290,234,amazing,2.0
290,364,favorites,1.0
290,508,love,1.0
290,512,romantic,1.0
290,640,urban,1.0
290,662,perfect,1.0
290,784,american idol,7.0
290,824,mellow,1.0
290,1091,inspirational,1.0
290,1445,emotional,1.0
290,1447,remix,1.0
290,2278,chris brown,1.0
290,2288,under 2000 listeners,1.0
290,2511,crazy,1.0
290,2785,nice,1.0
290,3572,loved,1.0
290,4328,friends,1.0
290,5066,jordin sparks,3.0
290,6105,eletropop,1.0
290,7938,pop covers,1.0
290,9532,lembra alguem,1.0
290,10036,sparks,1.0
290,10037,jordin,1.0
290,10038,bettlefield,1.0
290,11956,jet set radio future,1.0
290,12021,weekly top tracks,1.0
290,12307,american idol 6,1.0
291,18,electronic,1.0
291,24,pop,45.0
291,39,dance,4.0
291,49,female vocalist,7.0
291,56,melancholic,1.0
291,72,hard rock,1.0
291,73,rock,17.0
291,78,alternative rock,1.0
291,79,alternative,4.0
291,109,pop rock,26.0
291,127,seen live,2.0
291,130,female vocalists,29.0
291,134,singer-songwriter,3.0
291,159,anime,1.0
291,169,pop punk,1.0
291,181,punk,1.0
291,182,punk rock,1.0
291,184,soundtrack,2.0
291,193,country,1.0
291,201,guilty pleasures,1.0
291,206,<3,2.0
291,208,diva,1.0
291,209,legend,2.0
291,210,00s,2.0
291,213,beautiful,4.0
291,216,american,4.0
291,228,catchy,1.0
291,231,ballad,4.0
291,232,addictive,1.0
291,234,amazing,4.0
291,238,sexy,1.0
291,285,awesome,2.0
291,287,lovely,1.0
291,292,folk,1.0
291,308,latin,1.0
291,346,female,2.0
291,349,teen pop,1.0
291,364,favorites,5.0
291,410,albums i own,1.0
291,481,usa,3.0
291,508,love,4.0
291,512,romantic,2.0
291,625,soul,2.0
291,639,queen,1.0
291,670,girl power,2.0
291,706,2008,1.0
291,727,vocal,2.0
291,730,love at first listen,2.0
291,737,great lyrics,2.0
291,774,amazing voice,1.0
291,784,american idol,9.0
291,824,mellow,1.0
291,839,sad,1.0
291,1041,2005,1.0
291,1084,2006,1.0
291,1098,miserable,1.0
291,1237,2009,1.0
291,1238,2007,1.0
291,1240,2004,2.0
291,1249,powerpop,1.0
291,1354,soft rock,2.0
291,1395,kelly clarkson,6.0
291,1396,already gone,1.0
291,1489,fav female singers,1.0
291,1490,fav tracks,1.0
291,1646,just makes you feel good,1.0
291,1911,cool,1.0
291,1912,great voice,1.0
291,2220,heart,1.0
291,2222,biggest-voices,1.0
291,2223,the place promised in our early days,1.0
291,2224,thebest,1.0
291,2228,blonde,1.0
291,2360,uplifting,1.0
291,2785,nice,1.0
291,3398,kelly clarkson-because of you,1.0
291,3572,loved,1.0
291,4045,pop/rock,1.0
291,4301,officially shit,1.0
291,4411,charmed,1.0
291,4414,pop female,1.0
291,4589,idols,1.0
291,4766,smallville,1.0
291,5285,fatty,1.0
291,5818,4m4zinq,1.0
291,5819,f4nt4stic,1.0
291,5885,pop bitches,1.0
291,6049,female artists,1.0
291,6619,blond,1.0
291,8301,lpa,1.0
291,8303,tbu,1.0
291,8305,great memories with my geeem,1.0
291,8308,great moments at et7,1.0
291,8503,best christmas songs,1.0
291,9473,rafa,1.0
291,9482,disney girl,1.0
291,9565,dance punk,1.0
291,9763,singalong,1.0
291,9764,i am in love with this song,1.0
291,9765,hyper,1.0
291,9766,i love dancing about to this like a complete and utter idiot,1.0
291,9767,soon to be classic,1.0
291,9774,break up,1.0
291,9945,fave,1.0
291,9975,getting over him,1.0
291,10386,none,1.0
291,11354,all i ever wanted,1.0
291,11502,myupbeats,1.0
291,12021,weekly top tracks,1.0
291,12022,weekly top artists,1.0
291,12258,4ever,1.0
291,12259,breakaway,1.0
292,18,electronic,13.0
292,24,pop,83.0
292,39,dance,41.0
292,49,female vocalist,8.0
292,73,rock,3.0
292,74,synthpop,1.0
292,79,alternative,2.0
292,81,indie,1.0
292,83,jazz,3.0
292,102,hip-hop,1.0
292,105,house,1.0
292,109,pop rock,3.0
292,128,hit,2.0
